video_path,instruction
FqifuO9cGLw_13_0to199.mp4,前景にいるメガネをかけた男性に焦点を当てて、徐々にズームインするトランジションを実行してください。カメラは彼の顔に向かって徐々に近づき、詳細が増していく一方で、主題が構図の中心に留まるようにしてください。全体の動きにわたり、クリーンなエッジを保ち、安定したフレームを維持して、気になる揺れやぼやけを避けるようにします。この効果は、より親密で強い視点を作り出すために、動画の全体にわたって均一に適用されるべきです。
CMkYw4dp_NI_6_0to363.mp4,動画全体を高品質な日本のアニメスタイルに変換してください。シャープな線画と鮮やかでセールシェーディングされた色使いが特徴です。男性の表情や特徴がアニメの美学に正確に反映されつつ、彼のアイデンティティを保つようにしてください。ダーククッキーは微妙な手描きのテクスチャでスタイライズされ、照明は明るく映画的なアニメの雰囲気を強調するようにします。クリップ全体を通して時間的な一貫性を保ち、ちらつきを防ぎ、クリーンなエッジとプロフェッショナルな仕上がりを実現してください。
MW2dkRTLNg4_61_127to322.mp4,カメラを低い角度に移動させ、テーブルの下から見上げる位置でその男性を撮影してください。
GJX63vohxPs_15_204to411.mp4,青いスポーツカーを中心に滑らかなアークショットを実行し、前右の視点から後ろ左側に移行する。
_U47CbHwQ6g_13_39to339.mp4,ニュースプレゼンターのスーツの色をネイビーブルーからディープバーガンディに変更してください。全編を通じてオリジナルの光の加減や影、布地の質感が保たれ、現実的な外観になるようにしてください。背景のスクリーンの内容やプレゼンターの顔の特徴は変更しないでください。
9YVSNaHd2QQ_9_0to146.mp4,動画を修正して、右側の男性がカメラを直接見つめるように頭を向け、笑い始めるようにしてください。この新しい動きは流れるように、かつ既存のシーンと自然に統合されるべきです。また、動画全体を通して両方の男性の外見や背景のラグの模様を保ってください。
97IdFfIqk24_2_0to172.mp4,動画を修正して、車内の二人がコーヒーカップを合わせて乾杯をするシーンを作成してください。その際、彼らの腕とカップの動きが滑らかでリアルに見えるようにし、顔の表情や車の内装の細部はそのまま保ってください。また、シーケンス全体にわたり、背景にちらつきや歪みがないように、移行を自然に行ってください。
3Aw90FyOCNQ_10_140to295.mp4,前景にあるマゼンタのポルシェの色を、動画全体を通してメタリックエメラルドグリーンに変更してください。右側の男性と紫色の車の元の外観は保ちながら、色のにじみがないようにします。すべてのフレームで車の表面において時間的一貫性と自然な照明の移り変わりを確保してください。
bkwLxcfcKTY_1_71to281.mp4,ぼんやりとしたカラフルな背景の中心から始まるスムーズなズームアウト効果を作成し、周囲のスペースを徐々に明らかにしていきます。ピンクとオレンジの球体の柔らかく夢のようなボケ感を保ちながら、前景の鮮やかな紫のグラフィック要素やターコイズのロゴが鮮明でしっかりとした印象を持つようにします。動きはシーケンス全体を通して一定で連続的であり、急激な飛び跳ねやちらつきを避けるようにします。
QrJFqor5GSs_35_0to216.mp4,動画を柔らかい水彩画スタイルに変換し、メイクアップの施しの流れるような動きを保ってください。
RWZkh9B-ecc_21_17to410.mp4,カップケーキの上にあるピンクの渦巻きフロスティングを、クリーミーでテクスチャーのある鮮やかなミントグリーンのフロスティングに置き換えてください。フロスティングの元の位置とスケールを維持し、手が新しいミントグリーンの表面に自然に装飾を置いているように見えるようにしてください。青いラッパーは可愛い顔が描かれていて、木のテーブル、そして周囲のカラフルなスプリンクルは、ビデオ全体でまったく変わらないようにしてください。編集は時間的一貫性があり、手がフロスティングに触れる部分のエッジが綺麗で、視覚的なちらつきやアーティファクトがないようにしてください。
4QhELEHqS1g_18_0to249.mp4,ビデオ全体を通して、左側にいる話者を中心にした滑らかで徐々にズームインする効果を適用してください。被写体の顔は常に鮮明に焦点が合い、構図は突然のスケーリングや画質の劣化なく自然に移行するようにしてください。
